SYSFACNO,FACILITY_NAME,FACILITY_CATEGORY,ADDRESS1,ADDRESS2,CITY,STATE,ZIPCODE,COUNTY,EMAIL_ADDRESS,PHONE_AREA_CODE,PHONE_NUMBER,FAX_AREA_CODE,FAX_NUMBER,INACTIVE_DATE,INACTIVE_REASON,CREATE_DATE,UPDATE_DATE,NAME_OF_CONTRACTED_SHELTER,LOCALITIES_SERVED,CONTACT_NAME,TITLE
231,Greene County Animal Control and Public Animal Shelter,PU,P. O. Box 358,375 Jeri Allen Way,Stanardsville,VA,22973,Greene,animalshelter@gcva.us,434,985-5210,434,990-2565,,,1/6/05 9:05,1/25/19 14:10,,Greene,Glen Collier,"Director, Animal Shelter"
232,Alleghany County Animal Control,AC,268 West Main Street,,Covington,VA,24426,Alleghany,michael.ailstock@co.alleghany.va.us,540,965-1770,540,965-1794,,,1/6/05 9:05,1/30/19 11:35,Alleghany Humane Society,,Sheriff Kevin Hall,Sheriff
233,Mecklenburg County Animal Control and Public Animal Shelter,PU,P.O. Box 307,350 Washington Street,Boydton,VA,23917,Mecklenburg,gina.mull@mecklenburgva.com,434,738-6191,434,738-6804,,,1/6/05 9:05,1/16/19 15:37,,,Doug Blanton,Chief Animal Warden
234,Amherst County Animal Control,PU,P.O. Box 390,318 Shelter Lane,Amherst,VA,24521,Amherst,tdorr@countyofamherst.com,434,946-2107,434,946-2158,2/1/10 10:52,"New pound facility, this report combined with pound. SRH 2/1/10",1/6/05 9:05,1/20/11 14:09,,,,
235,Augusta County Animal Control,PU,P.O. Box 590,(18 Government Center Lane),Verona,VA,24482-0590,Augusta,animalcontrol@co.augusta.va.us,540,245-5635,540,245-5621,4/20/16 12:23,numbers reported with Shenandoah Valley Regional Shelter--AT 4/20/16,1/6/05 9:05,4/20/16 12:23,,,,
236,Appomattox County Public Animal Shelter,PU,3074 Morning Star Road,PO Box 863,Appomattox,VA,24522,Appomattox,Jill@lynchburghumane.org,434,352-7922,,,,,1/6/05 9:05,1/25/19 9:16,,Appomattox,Jill Mollohan,Associate Director
237,Bath County Animal Control and Public Animal Shelter,PU,P. O. Box 309,1164 Virginia Ave,Hot Springs,VA,24445,Bath,bcanimalcontrol@tds.net,540,839-7210,,,,,1/6/05 9:05,1/15/19 10:24,,,Sharrie Woodzell,Animal Control Manager
238,Bedford County Animal Control and Public Animal Shelter (City of Bedford),PU,1307 Falling Creek Rd,,Bedford,VA,24523,Bedford,jmiller @bedfordcountyva.gov,540,586-7690,540,586-0714,,,1/6/05 9:05,2/13/19 12:58,,,jackie miller,senior shelter operator
239,Bland County Animal Control,AC,P.O. Box 449,"(612 Main Street, Suite 201)",Bland,VA,24315,Bland,bblevins@bland.org,276,688-4311,276,688-3453,,,1/6/05 9:05,1/31/19 16:31,Wythe County Animal Shelter,,Brandon Blevins,Animal Control
240,Botetourt County Animal Control,AC,P.O. Box 18,205 N  Roanoke St,Fincastle,VA,24090,Botetourt,kcrowder@botetourtva.gov,540,473-8631,540,473-2263,,,1/6/05 9:05,1/8/19 10:36,Regional Center for Animal Care & Protection (Roanoke Public Animal Shelter),,Sgt. W.K. Crowder,Sgt. Animal Control
241,Brunswick County Animal Control and Public Animal Shelter,PU,P.O. Box 399,595 Planters Road,Lawrenceville,VA,23868,Brunswick,khite@brunswickco.com,434,848-0912,,,,,1/6/05 9:05,1/24/19 10:43,,,Chris Harrell,Animal Shelter Attendant
242,Buchanan County Animal Control and Public Animal Shelter,PU,1191  Dog Pound Road Grundy Va. 24614,P.O. Box 950,Grundy,VA,24614,Buchanan,roy.rife@yahoo.com,276,935-4067,276,935-4449,,,1/6/05 9:05,1/8/19 10:25,,,Roy Rife,Animal Control Officer
243,Caroline County Animal Control and Public Animal Shelter,PU,14080 Devils Three Jump Road,,Milford,VA,22514,Caroline,jheffler@co.caroline.va.us,804,633-9041,804,633-2084,,,1/6/05 9:05,1/15/19 14:17,,,J.C. Heffler,Lieutenant
244,Charles City County Animal Control and Public Animal Shelter,PU,(12001 Munford Rd. - Providence Forge),P.O. Box 128,Charles City,VA,23030,Charles City,wgreene@co.charles-city.va.us,804,829-9265,804,829-2514,,,1/6/05 9:05,2/4/19 11:10,,,Scott Greene,Sgt.
245,Clarke County Animal Control and Public Animal Shelter,PU,225 Ramsburg Lane,,Berryville,VA,22611,Clarke,Jwright@clarkecounty.gov,540,955-5104,540,955-5115,,,1/6/05 9:05,1/15/19 7:59,,,Jenny Wright,Shelter manager
246,Craig County Animal Control,AC,P.O. Box 266,182 Main Street  Suite 1,New Castle,VA,24127,Craig,craigaco@tds.net,540,864-5127,540,864-5129,,,1/6/05 9:05,1/18/19 20:21,Salem Public Animal Shelter,,Alvie Lilley,Animal Control
247,Cumberland County Animal Control and Public Animal Shelter,PU,11 Range Road,P.O. Box 110,Cumberland,VA,23040,Cumberland,mdavis@cumberlandcounty.virginia.gov,804,492-3076,804,492-9224,,,1/6/05 9:05,1/9/19 14:49,,,Michael Davis,Animal Control Officer
248,Dickenson County Animal Control and Public Animal Shelter,PU,P.O. Box 1098,309 DC Truckshop Rd,Clintwood,VA,24228,Dickenson,dcanimalcontrol@yahoo.com,276,835-1320,276,835-8050,,,1/6/05 9:05,1/11/19 13:14,,,Shannon Senter,ACO
249,Dinwiddie County Animal Control and Public Animal Shelter,PU,10903 Wheelers Pond Rd,P.O. Drawer 70,Dinwiddie,VA,23841,Dinwiddie,alangley@dinwiddieva.us,804,469-4547,804,469-4948,,,1/6/05 9:05,1/24/19 10:39,,,Alvin Langley,Chief Animal Control Officer
250,Fairfax County Animal Control and Public Animal Shelter,PU,4500 West Ox Road,,Fairfax,VA,22030,Fairfax,karen.diviney2@fairfaxcounty.gov,703,830-1100,703,830-0318,,,1/6/05 9:05,1/30/19 8:57,,,Karen Diviney, Director
251,Fauquier County Animal Control,AC,78 West Lee Street,,Warrenton,VA,22186,Fauquier,david.lee@fauquiercounty.gov,540,422-8750,540,422-8606,,,1/6/05 9:05,1/16/19 16:05,Fauquier SPCA,,David Lee,Sergeant
252,Floyd County Animal Control and Public Animal Shelter,PU,110 Pound Road,P.O. Box 218,Floyd,VA,24091,Floyd,jbrook@floydcova.org,540,745-9365,540,745-9385,,,1/6/05 9:05,1/25/19 15:50,,,Jamie Brook,Captain
253,Greensville County Animal Control and Public Animal Shelter,PU,1781 Greensville County Circle,255 Falling Run Road,Emporia,VA,23847,Greensville,admin@greensvillecountyva.gov,434,348-4205,434,348-4257,,,1/6/05 9:05,1/28/19 8:34,,Greensville,John Mise,ACO
254,Tappahannock  Animal Control (Town),PU,315 Duke Street,P.O. Box 266,Tappahannock,VA,22560,Essex,tappzone@crosslink.net,804,443-3336,,,1/12/09 15:28,Essex County includes Tappahannock Town - SRH,1/6/05 9:05,1/12/09 15:28,,,,
255,Hanover County Animal Control and Public Animal Shelter,PU,12471 Taylor Complex Lane,,Ashland,VA,23005,Hanover,Animalcontrol@hanovercounty.gov,804,365-6485,804,365-6488,,,1/6/05 9:05,1/23/19 13:44,,,Jeffrey S. Parker,Chief of Animal Control
256,Halifax County Animal Control and Public Animal Shelter,PU,1040 Farm Road,,South Boston,VA,24592,Halifax,hac@mail.gcronline.com,434,572-4292,434,575-7086,,,1/6/05 9:05,1/9/19 10:32,,Halifax County,S. Todd Moser,Chief Animal Warden
257,Henrico County Animal Control and Public Animal Shelter,PU,P.O. Box 90775,10421 Woodman Road,Glen Allen,VA,23060,Henrico,ver70@henrico.us,804,727-8801,804,727-8810,,,1/6/05 9:05,1/14/19 12:30,,Henrico,Dawn VerDouw,Office Assistant
258,Henry County Animal Control and Public Animal Shelter,PU,3250 King Mountain Road,,Martinsville,VA,24112,Henry,cprice@co.henry.va.us,276,638-8751,,,,,1/6/05 9:05,1/3/19 11:00,,,Chris Price,Animal Control Officer
259,Highland County Animal Control and Public Animal Shelter,PU,P.O. Box 130,,Monterey,VA,24465,Highland,hcboard@htcnet.org,540,468-3377,540,468-3040,,,1/6/05 9:05,1/3/19 8:18,,,Ian Robertson,Animal Control Officer
260,Isle of Wight Animal Control and Public Animal Shelter,PU,P. O. Box 80,13044 Poorhouse Road,Isle of Wight,VA,23397,,animalservices@isleofwightus.net,757,365-6318,757,365-0440,,,1/6/05 9:05,1/18/19 11:21,,,Roy Richards,Chief Animal Control Officer
261,James City County Animal Control and Pound Facility (inc. City of Williamsburg),PU,(Includes City of Williamsburg),P.O. Box 8784,Williamsburg,VA,23187,James City,shirleya@james-city.va.us,757,253-1800,757,229-8729,2/24/09 13:42,Facility closed in 2007.  SRH,1/6/05 9:05,2/24/09 13:42,,,,
262,King George County Animal Control and Public Animal Shelter,PU,11377 Citizens' Way,,King George,VA,22485,King George,keller@co.kinggeorge.state.va.us,540,775-2120,540,775-5770,,,1/6/05 9:05,1/4/19 7:57,,,Kevin Eller,Animal Control Supervisor
263,Lancaster County Animal Control and Public Animal Shelter,PU,8311 Mary Ball Road,,Lancaster,VA,22503,Lancaster,jabbott@lancova.com,804,462-7175,804,462-5057,,,1/6/05 9:05,1/14/19 12:59,,no,James H. Abbott,Chief Animal Control Officer
264,Lee County Animal Control and Public Animal Shelter,PU,P.O. Box 367,(944 Bus Shop Road),Jonesville,VA,24263,Lee,lcac@leecova.org,276,346-7710,276,346-7712,,,1/6/05 9:05,1/2/19 10:14,,,Dane Poe,County Administrator
265,Loudoun County Animal Control and Public Animal Shelter,PU,39820 Charles Town Pike,,Waterford,VA,20197,Loudoun,animals@loudoun.gov,703,777-0406,540,882-3984,,,1/6/05 9:05,1/28/19 14:38,,,Amy Martin,Shelter Operations Manager
266,Louisa County Animal Control and Public Animal Shelter,PU,18 Sacred Heart Avenue,,Mineral,VA,23117,Louisa,dmiller@louisa.org,540,894-4219,540,894-4348,,,1/6/05 9:05,1/14/19 16:32,,,Diane Miller,Facility Supervisor
267,Mathews County Animal Control,AC,P.O. Box 839,,Mathews,VA,23109-0839,Mathews,nbuchanan@mathewscountyva.gov,804,725-7172,804,725-7805,,,1/6/05 9:05,1/10/19 10:32,Gloucester-Mathews Humane Society,,Nelson Buchanan,Animal control officer
268,Middlesex County Animal Care and Control,PU,2840 General Puller Hwy.,,Saluda,VA,23149,Middlesex,ricky@co.middlesex.va.us,804,758-2779,804,758-5293,,,1/6/05 9:05,1/30/19 9:20,,,Richard Warren,Chief Animal Control Officer
269,Nelson County Animal Control and Public Animal Shelter,PU,996 Morse Lane,,Arrington,VA,22922,Nelson,kwright@nelsoncounty.org,434,263-7047,434,263-6116,,,1/6/05 9:05,1/29/19 12:20,,,Kevin Wright,Animal Control Supervisor
270,New Kent County Animal Control and Public Animal Shelter,PU,P.O. Box 186,,New Kent,VA,23124,New Kent,mhenry@newkent-va.us,804,966-9500,804,966-8482,,,1/6/05 9:05,1/24/19 14:11,,,Melissa Henry,Animal Control Officer
271,Northampton County Animal Control,PU,P. O. Box 66,,Eastville,VA,23347,Northampton,,757,678-0440,757,678-0483,11/5/07 19:11,report included with Eastern Shore Animal Control Facility,1/6/05 9:05,11/5/07 19:11,,,,
272,Northumberland County Animal Control and Public Animal Shelter,PU,P.O. Box 305,11703 Northumberland Highway,Heathsville,VA,22473,Northumberland,adoptncas@gmail.com,804,580-6156,,,,,1/6/05 9:05,1/22/19 15:56,,,Gabriela Vaculovicova,Manager
273,Patrick County Animal Control and Public Animal Shelter,PU,P.O. Box 466,22 Transfer Station Lane,Stuart,VA,24171,Patrick,patcopound@embarqmail.com,276,694-6259,,,,,1/6/05 9:05,1/16/19 8:33,,,Wanda Vaden,Deputy Animal Control
274,Pittsylvania County Public Animal Shelter,PU,11880 Highway 29,,Chatham,VA,24531,Pittsylvania,jill@lynchburghuman.org,434,433-2715,,,,,1/6/05 9:05,1/25/19 10:28,,Pittsylvania Pet Center,Jill Mollohan,Associate Director
275,Powhatan County Animal Control and Public Animal Shelter,PU,4000 old Plantation Rd,,Powhatan,VA,23139,Powhatan,cmboczar@powhatansheriff.net,804,598-5672,804,598-5109,,,1/6/05 9:05,1/3/19 10:10,,,christine Boczar,Sergeant
276,Prince Edward County Animal Control and Public Animal Shelter,PU,P.O. Box 382,225 County Shop Road,Farmville,VA,23901,Prince Edward,aco@co.prince-edward.va.us,434,392-8837,,,,,1/6/05 9:05,1/14/19 10:07,,,Adam Mumma,Chief Animal Control Officer
277,Prince George County Animal Control and Public Animal Shelter,PU,8391 County Drive,,Disputanta,VA,23842,Prince George,pganimals@princegeorgecountyva.gov,804,991-3200,804,991-3191,,,1/6/05 9:05,1/29/19 12:58,,,Job Greene,Animal Services Supervisor
278,Prince William County Animal Control and Public Animal Shelter,PU,14807 Bristow Road,,Manassas,VA,20112,Prince William,animalshelter@pwcgov.org,703,792-6464,703,791-6710,,,1/6/05 9:05,1/22/19 10:45,,,Suzette Kapp,Shelter Manager
279,Rappahannock County Animal Control,PU,P.O. Box 519,,Washington,VA,22747,Rappahannock,,540,675-5330,,,12/11/12 16:33,12/11/12 SRH (inc. with pound facility),1/6/05 9:05,12/11/12 16:33,,,,
280,Roanoke County Animal Control,AC,5925 Cove Road,,Roanoke,VA,24019,Roanoke,ppascoe@roanokecountyva.gov,540,777-5258,540,777-9768,,,1/6/05 9:05,1/28/19 11:40,Regional Center for Animal Care and Protection,,Pat Pascoe,Sergeant
281,Russell County Animal Control and Public Animal Shelter,PU,P.O. Box 1208,,Lebanon,VA,24266,Russell,josh@rcso-va.net,276,415-9163,276,415-9746,,,1/6/05 9:05,2/12/19 9:34,,,Joshua Horner,Chief A.C.O
282,Scott County Animal Control and Public Animal Shelter,PU,"190 Beech St., Suite 201",,Gate City,VA,24251,Scott,jdougherty@scottcountyva.com,276,386-6521,276,386-9198,,,1/6/05 9:05,1/31/19 12:48,,,Jake Dougherty,Animal Control Officer
283,Smyth County Animal Control and Public Animal Shelter,PU,"121 Bagley Circle, Suite 100",,Marion,VA,24354,Smyth,wturman@smythcounty.org,276,646-2222,276,646-5148,,,1/6/05 9:05,1/16/19 9:40,,,william a. turman,chief aco
284,Spotsylvania Co. Animal Control and Public Animal Shelter (inc. Fredericksburg),PU,450 T.V. Drive,,Fredericksburg,VA,22408,Spotsylvania,wtydings@spotsylvania.va.us,540,507-7455,,,,,1/6/05 9:05,1/30/19 13:36,,Spotsylvania County & City of Fredericksburg,William R. Tydings,Captain
285,Animal Resource Foundation,HO,PO Box 1534,,Gloucester,VA,23061,Gloucester,yellowfarmhouse@aol.com,804,815-0134,,,8-Jan-19,No longer a releasing agency.,3/7/05 8:31,1/8/19 12:48,,,"Tonya Higgins, DVM",Board member
2840,"Tidewater Bichon-Frise Rescue, Inc.",HO,P.O. Box 8084,,Suffolk,VA,23438,,whitedogresq@yahoo.com,757,986-2275,866,936-7998,,,4/6/05 13:36,1/19/19 13:01,,,Roberta Gray,President
3109,Orange County Animal Control and Public Animal Shelter,PU,11362 Porter Road,,Orange,VA,22960,Virginia,gjenkins@orangecountyva.gov,540,672-1124,540,672-7047,,,4/18/05 13:06,2/4/19 14:34,,Orange,Gina N Jenkins,Director
3110,"Animal Care Services, Inc.",PR,Contracted City/County Facility,1510 Baldwin Avenue,Roanoke,VA,24012,Roanoke City,stanw@rcacp.org,540,344-4922,,,11/7/07 22:39,Name Change to Roanoke Regional Facility for Animal Contol,4/18/05 13:26,11/7/07 22:39,,,,
3616,Tamara Munford Portsmouth,HO,11492 Dews Plantation Road,,Ivor,VA,23866,Southampton,,,,,,11/27/06 16:12,PER NOTES OF DR. HASKELL,2/1/06 9:20,2/24/06 13:56,,,,
3617,Casey's House,HO,161 Pine Grove Road,,Bluemont,VA,20135,Clarke,info@caseyshouse.org,703,220-9965,866,220-7375,,,2/1/06 9:24,1/30/19 18:13,,,Cindy Ingram,President
3618,Wendy's Feline Friends,HO,1228 Holly Vista Drive,,Colonial Beach,VA,22443-4340,Westmoreland,wendysfelinefriends@yahoo.com,804,224-1079,,,,,2/1/06 9:27,1/25/19 13:04,,,Wendy Erskine,Owner/operater
3619,Lee County Humane Society,PU,P.O. Box 330,,Jonesville,VA,24263-0331,Lee,,,,,,11/13/06 13:58,PER NOTES OF DR. HASKELL,2/1/06 9:29,5/9/06 11:23,,,,
3620,Pulaski County Animal Shelter and Humane Society,PU,80 Dublin Park Road,,Dublin,VA,24084,Pulaski,,540,674-8359,,,3/14/07 10:55,New name of facility and PIN,2/1/06 9:31,3/14/07 10:55,,,,
3621,Manassas City Animal Control and Public Animal Shelter (inc. Manassas Park),PU,10039 Dean Drive,,Manassas,VA,20110,USA,animalshelter@ci.manassas.va.us,703,257-2420,703,257-3575,,,2/1/06 9:33,1/24/19 10:59,,"City of Manassas, City of Manassas Park",Carilyn Mello,Sergeant
3622,City of Petersburg Animal Control,PU,1600 Johnson Road,P.O. Box 2109,Petersburg,VA,23804,Petersburg,,,,,,11/13/06 13:58,PER NOTES OF DR. HASKELL,2/1/06 9:35,2/24/06 13:56,,,,
3623,Spay/Neuter All Pet Society,HO,P.O. Box 191,,Chase City,VA,23924,Mecklenburg,,,,,,11/13/06 13:58,PER NOTES OF DR. HASKELL,2/1/06 9:37,2/24/06 13:56,,,,
3624,Dalmatian Rescue of SWVA,HO,1784 Bernard Drive,,Elliston,VA,24087,Montgomery,debi.smith@drswv.com,540,392-6761,,,,,2/1/06 9:40,2/4/19 11:23,,,Debi Smith,Director
3720,Friends of Homeless Animals (Fairfax),HO,1548 Northgate Square,#21,Reston,VA,20190,Fairfax,,703,385-0224,,,11/6/07 21:38,Duplicate Facility Listing,2/15/06 8:02,11/6/07 21:38,,,,
3802,Animal Welfare Foster Program,HO,PO Box 10854,,Blacksburg,VA,24062,Montgomery,awfp2004@gmail.com,804,4326173,,,,,3/6/06 15:33,1/4/19 8:53,,,Amber McFarland,President
3840,Bath Animal Welfare Foundation,HO,P. O. Box 716,9295 Sam Snead Highway,Hot Springs,VA,24445,Bath,bawf@tds.net,540,839-8666,,,,,3/9/06 8:12,1/16/19 20:52,,,Marion Kober,Director
3841,On The Rebound Bulldog Rescue Foundation,HO,P.O. Box 1124,,Frederick,MD,21701,Frederick,reboundresq@aol.com,703,431-8612,,,2/12/13 15:55,Out of state agency - 2/12/13 SRH,3/9/06 8:28,2/12/13 15:55,,,,
3842,"Rainbow Animal Rescue, Inc.",HO,7701 Halprin Drive,,Norfolk,VA,23518,VA,estherw7463@gmail.com,757,4721583,757,5833786,,,3/9/06 8:33,1/1/19 16:28,,,Esther Williams,President
3843,Save Our Shelter - Pen Pals,HO,1731 Old Powhatan Estates,,Powhatan,VA,23139,,info@sos-penpals.com,804,358-7499,888,358-7226,12/11/12 19:49,12/11/12 SRH - Facility no longer exists,3/9/06 8:38,12/11/12 19:49,,,,
3844,"Precious Purrs and Paws, Inc.",HO,P.O. Box 552,,Ark,VA,23003,Gloucester,preciouspurrsandpaws@hotmail.com,804,824-9721,804,824-9721,,,3/9/06 8:45,1/24/19 16:26,,,Janine Thompson,Director
4069,Madison County Animal Control and Public Animal Shelter,PU,P.O. Box 705,4590 Shelby Road,Madison,VA,22727,Madison,gcave@madisonco.virginia.gov,540,948-7042,540,948-7052,,,3/15/06 13:35,1/15/19 10:41,,public animal shelter,Greg Cave,Shelter Manager/Chief ACO
4263,SOSharpei Inc.,HO,6008A Oceanfront Avenue,,Virginia Beach,VA,23451,,sharpeirescue@cox.net,757,491-1141,757,491-1127,2/16/10 11:01,Organization discontinued.  2/16/09 SRH,3/29/06 10:05,2/16/10 11:01,,,,
4264,Pawsitively Precious Adoption,HO,4280 Teakwood Dr,,Williamsburg,VA,23188,,adoptacat@ppava.org,757,229-0578,,,,,3/29/06 10:11,1/31/19 13:36,,,Brenda Dulski,President/Program Manager
4375,Animal Welfare Action Group (AWAG),HO,P. O. Box 37,,Appomattox,VA,24522,Appomattox,awagfoac@gmail.com,540,226-5820,,,14-Dec-17,No longer exist.,4/6/06 16:37,12/14/17 14:02,,,abc,abc
4376,Animal Defense League of Washington County,HO,P.O. Box 2099,,Abingdon,VA,24212,Washington,info@adlwashcova.org,877,301-2290,,,,,4/6/06 16:44,1/16/19 10:45,,,Linda G. Fritsch,Director
4515,Great Dane Rescue of the Commonwealth,HO,921 Deep Creek Blvd,,Chesapeake,VA,23323,Chesapeake City,gdrocva@gmail.com,757,6817275,,,,,4/21/06 9:44,1/15/19 17:01,,,Zandra Abatsis,President
4826,Bandit's Adoption and Rescue of K9 (BARK),HO,12300 Farrington Road,,Ashland,VA,23005,Hanover,tillack88@gmail.com;carrie.terbush@gmail.com,804,8786315,,,,,5/2/06 14:26,1/22/19 13:19,,,Bob Tillack,President
4827,"Giles County Animal Rescue, Inc.",HO,P.O. Box 354,,Pearisburg,VA,24134,Giles,gilescountyanimalrescue@yahoo.com,540,922-3521,,,,,5/2/06 14:36,2/4/19 14:30,,,April Lowry,President
4913,"Emporia-Greensville Humane Society, Inc.",PR,113 Baker St,,Emporia,VA,23847,Greensville,peggy.malone.bv05@statefarm.com,434,634-3296,434,634-3575,,,5/19/06 8:07,1/24/19 14:52,,,Peggy Malone,President
5013,"Potomac Valley Pekingese Club, Inc.",HO,709 Oxbow Drive,,Virginia Beach,VA,23464,Virginia Beach,ksea2crich@aol.com,757,424-8486,,,,,7/14/06 15:58,1/16/19 11:52,,,Kay Seaton,PetPal recording secretary
5025,Humane Society of Culpeper,HO,PO Box 1032,,Culpeper,VA,22701,VA,info@culpeperhumanesociety.com,202,669-5195,815,301-9565,,,10/25/06 11:11,1/28/19 12:23,,,Patricia Werick,President
5040,King Street Cats,HO,25 Dove Street,,Alexandria,VA,22314,Alexandria City,contact@kingstreetcats.org,703,231-7199,,,,,11/15/06 13:46,1/6/19 15:30,,,Vivien Bacon,President
5228,"Collie Rescue, Inc.",HO,P.O. Box 221982,,Chantilly,VA,20153,Fairfax,lindaz@savecollies.org,703,579-9931,,,,,1/5/07 9:16,1/8/19 8:48,,,Linda Zeswitz,Executive Director
5550,"Ragged Mountain Dogs - Rescue, Rehab, Rehome, Retire",HO,1415 Nethers Rd.,,Sperryville,VA,22740,Madison,Monkee51@aol.com,540,987-9207,,,,,1/10/07 11:48,1/29/19 18:40,,,Lisa Reid,President
5551,Lab Rescue of Greater Richmond,HO,P.O. Box 1574,,Midlothian,VA,23113,VA,captdew1981@gmail.com,804,5430464,,,,,1/10/07 11:57,1/24/19 9:30,,,Dewayne Wilson,Board Member
6596,"AdvoCATs, Inc.",HO,2013 Rose Hill Church Lane,,Charlottesville,VA,22902,Albemarle,advocats@comcast.net,540,207-1589,,,12/29/14 13:04,"12/29/14--no contact can be made with group, no #s for 2013 -AT",2/1/07 13:23,12/29/14 13:04,,,,
6737,"With Our Regards, Inc.",HO,P.O. Box 594,,Sterling,VA,20167,Loudoun,paulajones@withourregards.org,703,406-8990,,,12/29/14 13:06,"12/29/14--no voicemail, emails bounced, no #s for 2013 submitted -AT",2/8/07 8:14,12/29/14 13:06,,,,
6738,Lynchburg Animal Control,AC,905 Court Street,,Lynchburg,VA,24504,,ryan.ball@lynchburgva.gov,434,455-6105,434,847-1441,,,3/8/07 14:37,1/8/19 9:01,Lynchburg Humane Society,,Ryan Ball,Chief Animal Warden
6739,"ZZ Cats, Inc. (VA)",HO,Mailing Address:,2336 Mill Street,Aliquippa,PA,15001,,extramile4you@msn.com,724,203-0449,,,1/7/09 14:49,No longer taking custody of animals - SRH,3/8/07 16:02,1/7/09 14:49,,,,
6740,Tappahannock/Essex County Animal Shelter,PU,540 Airport Road,P.O. Box 1079/ 202 South Church Lane,Tappahannock,VA,22560,Essex,eshifflett@essex-virginia.org,804,443-0726,804,445-8023,,,3/8/07 16:23,1/25/19 15:15,,,Ellen Shifflett,TECAS Manager
6741,"The Humane Society for Campbell Co., Inc.",PR,P.O. Box 659,,Rustburg,VA,24588,,humanecampbell@hotmail.com,434,821-3034,,,5/2/07 17:23,Facility is entered into system 3 times,3/15/07 9:59,5/2/07 17:23,,,,
6742,Appalachian Great Pyrenees Rescue,HO,8976 Battlefield Park Road,,Richmond,VA,23231,Henrico,bpkennel@msn.com,804,795-7847,,,,,3/23/07 14:04,1/20/19 13:54,,,Victoria Marshman,President/Director
6743,Homeward Trails Animal Rescue,PR,P.O. Box 100968,,Arlington,VA,22210,Arlington,rebeccag@homewardtrails.org,703,249-5066,202,315-3599,,,4/12/07 18:25,1/31/19 8:01,,,Rebecca Goodhart,Deputy Director
6744,"North American Shar Pei Rescue, Inc. (NASPR)",HO,4131 Joyner's Bridge Road,,Carrsville,VA,23315,Isle of Wight,sharpeix3@yahoo.com,757,619-6564,,,23-Mar-17,"per agency rep, no longer active",5/3/07 14:04,3/23/17 11:13,,,Laura Joscelyn,Regional Coordinator
6745,Dachshund Rescue of North America - VA Chapter,HO,6545 Yadkin Court,,Alexandria,VA,22310,Fairfax,www.drna.org,703,304-2702,,,,,5/8/07 12:55,1/15/19 15:19,,,Linda Mayberry,Virginia Representative
6746,Lake Country SPCA,PR,P.O. Box 14,11764 Highway 15,Clarksville,VA,23927,Mecklenburg,lakecountryspca@yahoo.com,434,374-8076,434,374-8078,,,5/11/07 9:18,1/22/19 21:58,,,Pam Williams,Secretary
6747,"Pet Guardian Pet Service, Inc.",HO,1452 Hiteshew Place,,Virginia Beach,VA,23454,USA,petguardian@cox.net,757,375-1360,,,,,6/1/07 13:08,1/15/19 11:28,,,Annette Still,Director
6748,St. Seton's Orphaned Animals,HO,628 Cambridge St.,,Fredericksburg,VA,22405,Stafford,bec.saintseton@gmail.com,540,371-7729,540,371-1589,4-Feb-19,Closed in 2018.,6/6/07 15:51,2/4/19 11:55,,,Rebecca Domigan-Brown,Executive Director
6749,Wythe County Humane Society,HO,P.O. Box 362,,Wytheville,VA,24382,VA,pchenley@embarqmail.com,276,6205091,276,6865090,,,9/26/07 12:37,1/31/19 18:23,,,Pamela Henley,President
6750,Partners Among Cats and Canines (PACC),HO,P.O. Box 1133,,Franklin,VA,23851,,pacc@pacconline.org,757,562-0202,757,516-6600,,,10/25/07 10:14,1/20/19 14:41,,,Carolyn Lowe,Treasurer
6751,"Chessie Rescue VA, Inc.",HO,4402 Edwin Road,,Portsmouth,VA,23703,VA,beardkid@yahoo.com,757,484-7858,,,,,11/5/07 16:51,1/13/19 15:43,,,Ann Beard-Montague,Sec/Tres
6752,"Appalachian Animal Refuge, Inc.",HO,P.O. Box 5017,,Chilhowie,VA,24319,Smyth,appalachiananimalrefuge@gmail.com,276,378-6664,,,5/31/16 11:35,"5/31/16--UNABLE TO MAKE CONTACT, INFO OUT OF DATE-AT",11/19/07 15:20,5/31/16 11:35,,,,
6753,"Roanoke Valley Horse Rescue, Inc.",HO,1725 Edwardsville Rd.,P.O Box 13,Hardy,VA,24101,Franklin,info@rvhr.com,540,721-1910,540,721-1910,,,12/20/07 14:26,1/13/19 12:26,,,Patricia L. Muncy,President
6754,Promised Land Animal Rescue,HO,1611 Rocky Hollow Road,PO Box 369,Atkins,VA,24311,Smyth,planimalrescue@yahoo.com,276,686-8522,,,8-Aug-17,No longer in existence.,12/20/07 15:16,8/8/17 9:18,,,None,None
6755,"Dewey Animals, Inc.",HO,P.O. Box 245,,Centreville,VA,20122,Fairfax,dewey.animals@cox.net,301,646-6586,,,,,1/17/08 16:15,1/13/19 18:57,,,Pam Draper,President
6756,"Hickory Hill K-9 Rescue, Inc.",HO,P.O. Box 1505,,Ashland,VA,23005,Hanover,HHCANINE@aol.com,804,537-5502,804,482-3796,,,1/17/08 16:23,1/14/19 18:53,,,Linda Wickham,President
6757,Lost Fantasy Rescue,HO,1237 W. Blue Grass Trail,,Ceres,VA,24318,Bland,lostfantasystables@yahoo.com,276,682-4364,,,,,1/17/08 16:31,1/30/19 17:55,,,Sarah Dutton,Founder
